hour_of_day,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,purchase_pattern,age_group,anomaly
19,311.7061221865585,2,1,172.16,6,151,1,2,1
0,731.327687897905,2,1,172.0,7,129,1,2,2
11,1014.0883787252802,2,1,192.0,8,147,1,2,2
16,707.9863321182131,2,1,192.0,6,118,1,2,2
9,327.0464415235289,1,1,172.16,5,51,0,0,1
17,90.32929083634453,1,3,192.168,2,21,2,1,1
4,602.2480824538874,1,0,192.0,4,59,0,0,1
5,309.61607572560365,1,0,172.0,5,70,0,0,1
2,133.47875373256136,1,1,192.0,5,41,0,0,1
18,531.5501263568094,2,2,192.168,2,27,2,1,1
3,244.12922563188843,3,4,172.16,2,30,2,1,0
22,116.95041927219631,2,1,192.168,7,113,1,2,1
17,867.6718686579679,2,3,192.168,7,132,1,2,2
4,457.27036250684034,4,2,192.0,4,63,0,0,1
23,84.43312652907281,1,2,172.16,5,71,0,0,1
20,424.17497374835966,2,0,172.0,7,122,1,2,1
7,0.01,2,1,10.0,7,141,1,2,1
14,521.2751339923219,2,1,172.16,1,23,2,1,1
1,343.5596662345773,2,1,192.168,7,151,1,2,2
12,931.6965368152504,4,0,192.168,8,118,1,2,1
9,593.9202122693861,4,1,192.168,6,120,1,2,1
5,430.24322025452506,1,1,192.168,3,71,0,0,1
21,569.0988592046789,1,1,172.16,5,63,0,0,1
17,591.3719862022144,4,3,192.168,1,26,2,1,1
9,704.1781555370187,3,0,10.0,1,37,2,1,0
1,189.0401770704766,4,1,192.168,6,103,1,2,1
15,753.5224087573507,2,1,192.0,8,147,1,2,2
3,383.9580843326157,2,0,172.0,1,22,2,1,1
17,523.8516194104272,2,2,10.0,6,109,1,2,1
20,556.8617081358976,3,1,10.0,2,36,2,1,0
21,644.7948627534449,2,0,192.168,6,106,1,2,1
7,426.4941820224928,1,4,172.0,3,52,0,0,1
14,524.0240878572743,2,4,172.0,8,156,1,2,1
18,507.38869338674647,4,0,10.0,7,143,1,2,1
18,400.2319448724615,4,2,192.168,8,138,1,2,1
21,1008.712336162187,2,2,10.0,7,141,1,2,2
11,890.1901541108539,4,2,172.16,8,108,1,2,1
17,184.8291190548217,0,0,172.0,2,25,2,1,0
15,138.93282169341427,2,1,192.168,2,31,2,1,1
20,921.5313784953483,1,4,10.0,3,62,0,0,1
19,35.288165160604365,4,4,192.0,4,55,0,0,1
23,0.01,2,4,10.0,8,92,1,2,1
4,734.7376474211195,1,1,192.0,5,74,0,0,1
9,301.3289342266221,4,2,192.0,5,67,0,0,1
21,315.09866761718376,2,3,10.0,7,153,1,2,1
20,815.307365363271,1,3,192.0,5,65,0,0,1
6,385.23640099324047,4,1,192.0,1,22,2,1,1
1,549.1321066278603,1,2,192.168,2,36,2,1,1
3,1096.755715519113,4,0,172.16,1,25,2,1,1
22,434.63955507390335,0,3,192.0,2,29,2,1,0
7,368.19653054738376,0,3,172.0,2,25,2,1,0
7,476.6101386648127,4,0,10.0,8,121,1,2,1
4,666.5604031834713,1,0,172.16,1,21,2,1,1
11,624.9808012781009,4,2,192.0,6,102,1,2,1
7,677.4026246232835,1,3,192.0,4,48,0,0,1
9,717.9942484700002,2,2,192.168,2,28,2,1,1
5,923.3225820976776,4,2,10.0,7,143,1,2,1
1,168.42826060402098,2,1,10.0,6,151,1,2,2
16,622.3419917163028,1,2,172.16,3,71,0,0,1
14,283.31327315170336,0,0,192.168,1,28,2,1,0
17,511.6644289054457,2,1,172.0,2,36,2,1,1
1,397.83809389407526,4,2,172.16,2,29,2,1,1
9,472.84283851445264,4,3,10.0,2,27,2,1,1
14,526.3020694127274,1,3,192.0,5,60,0,0,1
21,356.9209413837976,2,1,172.0,7,121,1,2,1
21,0.01,2,0,172.16,2,23,2,1,1
18,611.9426535306784,1,2,192.168,4,60,0,0,1
5,484.2088591387797,2,3,192.0,2,35,2,1,1
15,225.7917389851452,0,4,10.0,1,33,2,1,0
13,4.463090514660223,2,4,172.0,8,117,1,2,1
15,899.8107470881366,4,0,172.16,5,55,0,0,1
15,278.2456414772501,3,1,172.0,1,32,2,1,0
22,641.1636189572379,2,3,172.16,8,134,1,2,1
7,498.0426208085212,1,4,192.0,2,20,2,1,1
5,552.2876428567771,4,3,192.168,3,69,0,0,1
7,426.77019684209176,2,1,172.16,7,104,1,2,1
6,87.43555370080452,1,1,192.168,5,59,0,0,1
17,221.6325816967409,1,4,172.0,3,78,0,0,1
21,400.9329496593854,3,2,172.16,2,36,2,1,0
12,392.369578305269,1,1,192.168,1,21,2,1,1
23,259.8682004061692,1,4,192.0,4,64,0,0,1
10,725.3632530684699,2,2,172.0,1,22,2,1,1
2,566.6114760459834,2,0,192.168,7,108,1,2,2
19,534.2112461381917,1,2,172.16,5,64,0,0,1
23,255.3593502144035,3,0,10.0,2,23,2,1,0
13,602.4195084507951,2,4,172.0,1,21,2,1,1
5,535.196452482385,4,2,192.168,1,22,2,1,1
9,589.3865287270579,2,3,10.0,6,114,1,2,1
21,171.05715037458947,4,4,172.16,2,36,2,1,1
17,523.4623036746397,2,4,192.0,6,113,1,2,1
17,743.3105384081267,2,3,172.0,7,92,1,2,2
7,0.01,4,3,10.0,6,112,1,2,1
18,463.8699712135691,1,3,192.168,1,26,2,1,1
19,493.61990874029647,4,1,172.16,5,79,0,0,1
12,565.930771301758,4,1,192.0,1,37,2,1,1
19,715.6870061322188,1,2,172.16,3,73,0,0,1
21,441.932926704456,4,2,192.0,8,98,1,2,1
9,202.96478256694823,2,0,192.168,8,135,1,2,1
23,463.67476073040194,2,4,192.0,1,38,2,1,1
12,570.6547181850748,2,3,172.0,6,133,1,2,1
8,864.0708571802269,1,1,172.16,1,25,2,1,1
21,518.0267237727365,4,3,192.0,1,22,2,1,1
7,565.9879187947836,4,3,10.0,8,94,1,2,1
22,167.03806298932318,2,3,10.0,7,131,1,2,1
3,299.2633430270754,1,4,172.0,4,79,0,0,1
1,127.32414435197352,1,3,192.0,3,60,0,0,1
10,559.9912601762039,1,1,10.0,5,54,0,0,1
22,648.811156182835,4,1,10.0,3,76,0,0,1
4,327.1813338852532,4,4,10.0,6,133,1,2,1
3,675.1639572369843,1,3,172.0,3,41,0,0,1
2,232.14574895702856,2,1,192.0,7,101,1,2,2
16,436.6908804226516,1,4,172.0,4,69,0,0,1
16,164.4965591083025,1,1,192.168,4,47,0,0,1
8,440.1931961514013,1,1,172.0,4,58,0,0,1
17,508.6631784791506,1,0,192.0,4,77,0,0,1
14,564.763057056668,2,3,172.16,6,103,1,2,1
16,434.9702222714242,1,2,192.168,3,76,0,0,1
14,500.516310457191,4,0,10.0,5,52,0,0,1
22,410.6420051717785,1,4,172.0,5,56,0,0,1
9,907.7745173801188,4,3,192.0,4,44,0,0,1
9,590.9216257133725,2,3,10.0,1,35,2,1,1
5,249.9587077542647,2,2,192.0,1,38,2,1,1
17,623.3301620239104,4,3,172.0,1,24,2,1,1
10,608.7544958288167,2,0,172.0,6,134,1,2,1
9,555.8216524442953,1,4,172.0,2,36,2,1,1
15,416.8245823532187,4,4,192.0,2,39,2,1,1
19,717.1421668485748,1,1,172.16,2,26,2,1,1
23,407.770744123359,2,1,10.0,6,134,1,2,1
20,375.488652586813,4,3,172.0,6,94,1,2,1
8,163.12695027912156,1,0,172.0,3,42,0,0,1
10,474.70569199602073,1,4,192.0,2,30,2,1,1
11,610.0575715494193,1,4,172.16,5,71,0,0,1
9,431.5686188284399,2,0,172.16,6,118,1,2,1
11,880.4821201824907,4,4,192.0,5,43,0,0,1
17,805.2109966871571,1,3,172.0,5,62,0,0,1
0,426.20530213983176,3,3,172.16,1,36,2,1,0
18,87.7726272833911,3,2,192.168,1,34,2,1,0
21,792.3662310698676,1,0,192.0,3,63,0,0,1
17,781.2796443541895,4,1,10.0,1,32,2,1,1
6,546.6918657521853,4,2,10.0,8,133,1,2,1
9,475.6951449034546,4,0,10.0,3,58,0,0,1
17,471.71184256622655,4,1,172.16,1,38,2,1,1
13,422.2418220466679,1,1,192.0,1,34,2,1,1
10,597.7571567642963,4,2,10.0,6,98,1,2,1
9,95.54356475702428,4,1,192.168,6,155,1,2,1
13,387.0162815633458,1,2,172.0,4,74,0,0,1
2,162.78472911780472,2,1,192.168,2,32,2,1,1
8,283.8480796521701,1,0,10.0,2,39,2,1,1
16,879.3028135268801,2,3,10.0,7,152,1,2,2
0,1024.9786461076296,1,0,10.0,3,76,0,0,1
19,457.7541646875422,4,4,172.16,4,68,0,0,1
6,426.2533061706372,1,2,192.168,5,69,0,0,1
8,48.96061728908944,2,1,192.0,2,36,2,1,1
2,817.0647376177012,1,4,192.0,5,42,0,0,1
20,756.3877667712918,4,0,172.16,4,78,0,0,1
10,0.01,1,3,172.0,3,52,0,0,1
3,377.5001821407671,2,1,172.16,7,125,1,2,2
14,427.3038771081322,4,0,172.0,4,43,0,0,1
8,247.9846294148232,4,3,172.16,1,38,2,1,1
18,683.0745745276761,3,4,172.0,2,34,2,1,0
18,426.3080513417878,1,1,192.168,5,77,0,0,1
17,844.4133705577234,4,1,10.0,5,65,0,0,1
16,748.2735474027584,4,4,10.0,1,24,2,1,1
0,0.01,2,3,192.0,7,108,1,2,2
18,905.2681116420832,2,2,192.0,7,89,1,2,2
18,860.6717583154667,2,2,172.0,7,93,1,2,2
2,369.25070089092185,1,3,172.16,4,46,0,0,1
12,1089.5587859811676,4,3,172.0,1,26,2,1,1
23,1319.7547037175386,4,3,192.0,2,24,2,1,1
22,404.4537800028411,3,1,192.0,1,20,2,1,0
3,465.914288209702,3,0,10.0,1,38,2,1,0
21,729.9798119340139,4,4,10.0,2,22,2,1,1
1,698.3687630427896,1,1,172.0,5,57,0,0,1
2,131.62814108281987,4,3,10.0,5,46,0,0,1
1,432.45239071001896,2,2,172.16,2,32,2,1,1
9,373.2577537403328,1,0,172.16,4,71,0,0,1
11,434.7389747524837,1,4,192.0,2,22,2,1,1
22,509.141079883841,4,0,172.0,8,117,1,2,1
16,437.34294992243366,2,4,192.0,8,112,1,2,1
10,606.742122312973,2,3,192.168,2,28,2,1,1
23,645.0091085184652,2,1,172.16,6,114,1,2,1
16,351.7102799572481,4,1,192.0,8,157,1,2,1
0,703.9325317758432,3,3,192.168,1,26,2,1,0
23,754.3243243848185,4,4,10.0,6,144,1,2,1
20,525.506340462355,2,1,172.16,7,135,1,2,1
19,607.4696116273794,1,4,10.0,1,31,2,1,1
23,0.01,1,3,192.0,3,45,0,0,1
14,189.32271770499187,4,0,10.0,5,62,0,0,1
1,1068.3562179771648,1,4,192.0,3,70,0,0,1
17,542.1545849189454,2,4,10.0,2,30,2,1,1
18,544.8557325706091,2,4,172.16,1,33,2,1,1
18,304.1366719012626,2,4,172.0,7,104,1,2,1
0,471.6444398210972,2,2,10.0,6,153,1,2,2
11,0.01,2,3,10.0,7,126,1,2,1
8,423.5464256896702,2,1,172.0,1,24,2,1,1
1,119.07324674575358,4,1,192.168,8,102,1,2,1
8,549.5248849858855,4,4,10.0,8,138,1,2,1
11,466.2814616798556,2,4,172.16,7,89,1,2,1
3,665.1418625734723,1,3,172.0,1,23,2,1,1
17,830.1233585493515,4,2,172.0,6,124,1,2,1
20,422.72854266511285,2,4,10.0,6,111,1,2,1
3,249.2098575101655,4,0,172.16,7,94,1,2,1
0,160.8303456869669,0,4,192.168,1,37,2,1,0
20,737.0456189221682,4,0,10.0,6,81,1,2,1
14,318.13973768583367,2,2,10.0,6,156,1,2,1
6,856.8289716809529,1,3,192.0,4,72,0,0,1
7,763.8876908357802,1,0,192.0,4,48,0,0,1
19,1028.8867909554112,4,1,10.0,2,26,2,1,1
7,581.0401442501834,2,4,172.16,2,28,2,1,1
9,486.4006567741149,2,3,192.0,8,142,1,2,1
3,628.261379046735,1,1,10.0,4,40,0,0,1
0,150.02060796348093,1,2,192.168,1,37,2,1,1
10,420.0080676099764,1,3,192.0,3,70,0,0,1
2,204.9375846319461,4,1,192.0,4,64,0,0,1
10,332.77609116326346,2,4,10.0,6,111,1,2,1
0,490.0821029865048,1,0,172.0,1,33,2,1,1
9,366.2831353411783,2,3,172.0,7,159,1,2,1
15,359.06245090323523,1,1,172.16,3,48,0,0,1
4,338.0679684762524,1,2,10.0,4,67,0,0,1
12,706.5781769138201,1,1,172.0,4,56,0,0,1
13,932.7770162449466,4,0,192.0,8,89,1,2,1
16,0.01,4,2,172.16,2,29,2,1,1
13,598.8544786403271,2,3,172.0,8,149,1,2,1
22,788.5010984761036,1,3,192.0,1,23,2,1,1
12,488.0789250622815,4,2,10.0,1,36,2,1,1
3,472.043872316081,2,2,192.168,7,103,1,2,2
11,341.5199197641248,2,4,192.168,1,35,2,1,1
18,407.215678553352,1,0,192.168,5,78,0,0,1
12,701.0818374996228,2,3,172.16,8,100,1,2,2
7,618.4115802779235,2,3,172.16,7,92,1,2,1
16,466.6991510703376,4,2,172.16,6,130,1,2,1
21,760.1647226235826,4,0,192.168,1,31,2,1,1
14,0.01,4,1,192.0,3,57,0,0,1
0,754.6209618200057,3,1,192.0,2,26,2,1,0
19,608.398249417646,2,2,192.0,6,116,1,2,1
19,406.8234246708143,1,0,10.0,3,60,0,0,1
2,962.8893424317794,4,2,10.0,2,29,2,1,1
14,409.3652362660196,2,0,10.0,1,30,2,1,1
15,590.3377589073025,3,1,172.16,2,20,2,1,0
16,917.5969227434196,2,4,192.168,1,38,2,1,1
11,645.8128065218341,2,3,10.0,7,90,1,2,1
6,608.5991504596406,1,0,192.0,4,73,0,0,1
3,495.9075158872552,2,4,172.0,8,117,1,2,2
12,390.70096986050544,4,1,192.168,1,30,2,1,1
5,825.964500001632,1,0,10.0,1,29,2,1,1
10,965.6540557114208,2,4,192.0,7,136,1,2,2
14,927.2643941937216,2,0,192.168,6,90,1,2,2
1,459.7284366187728,4,3,192.168,2,28,2,1,1
6,537.9904763184799,1,0,192.0,4,60,0,0,1
12,1004.8499938546526,4,4,172.16,5,72,0,0,1
21,570.346350775155,1,4,172.0,3,63,0,0,1
4,776.8129983338459,1,4,192.0,3,47,0,0,1
15,535.2506021422467,1,2,172.0,2,29,2,1,1
6,466.50161111448153,1,1,192.168,1,20,2,1,1
10,402.5554007534389,1,1,192.0,5,61,0,0,1
11,377.24819448486255,1,1,10.0,3,43,0,0,1
18,663.1536651324793,4,2,172.16,4,70,0,0,1
4,304.73296803685923,4,0,172.16,3,57,0,0,1
7,257.01162372941326,4,2,172.16,5,54,0,0,1
20,74.59829903091634,1,0,192.0,2,34,2,1,1
6,356.6523313293732,2,4,172.16,1,31,2,1,1
3,843.6015265484284,4,1,192.168,2,34,2,1,1
16,210.44036020690072,4,3,192.168,3,41,0,0,1
2,559.0555432705418,2,2,192.0,2,32,2,1,1
3,465.363047662068,4,1,192.168,5,76,0,0,1
19,766.0995718191953,2,1,10.0,2,38,2,1,1
11,58.88348289210194,0,1,192.168,2,24,2,1,0
0,181.31053539040963,2,2,172.16,8,114,1,2,2
21,396.1276313771597,2,4,172.16,1,35,2,1,1
0,600.2098064983184,4,1,10.0,2,25,2,1,1
1,631.8639050945958,1,2,10.0,1,30,2,1,1
0,42.24708558897112,1,2,10.0,5,72,0,0,1
12,484.09903478993647,4,0,192.168,3,68,0,0,1
19,682.0944476401469,2,4,192.168,6,90,1,2,1
10,473.74133979725474,2,1,172.16,7,89,1,2,1
18,461.5411871735087,2,3,192.168,8,149,1,2,1
5,556.9201458567594,3,0,172.16,1,36,2,1,0
23,133.02345786127836,4,1,192.0,3,77,0,0,1
3,569.7111092595367,1,0,172.16,4,44,0,0,1
18,698.2531951836378,1,3,192.0,1,26,2,1,1
12,884.999597542437,1,4,172.16,1,20,2,1,1
12,347.25158944728105,4,4,192.0,2,34,2,1,1
18,595.8492511886525,1,2,172.0,5,74,0,0,1
0,355.4730454038572,4,1,192.0,2,23,2,1,1
8,588.3870914162572,4,0,192.0,3,62,0,0,1
13,1312.8309474945884,1,1,172.0,4,65,0,0,1
13,328.07549724002064,1,1,10.0,1,26,2,1,1
23,378.78280918484927,4,0,172.0,6,117,1,2,1
18,420.0443459399136,1,2,192.0,4,67,0,0,1
15,753.8476364598912,1,3,172.16,5,40,0,0,1
5,106.5434397618539,0,3,172.0,2,30,2,1,0
14,428.0462360279537,2,4,192.168,8,122,1,2,1
0,452.8167573427854,2,1,192.168,7,156,1,2,2
4,213.7054338608613,1,2,192.168,5,72,0,0,1
7,604.3885323886244,2,4,192.0,2,24,2,1,1
10,720.5889900764487,2,2,192.168,1,25,2,1,1
1,734.4083022654129,3,3,192.0,2,27,2,1,0
13,0.01,4,4,10.0,3,70,0,0,1
11,286.681822432168,2,2,192.0,6,147,1,2,1
14,0.01,1,0,10.0,1,22,2,1,1
2,795.8200232569886,2,0,172.16,6,80,1,2,2
18,626.9258022833201,1,4,172.0,2,29,2,1,1
21,592.664735248942,4,1,172.16,3,65,0,0,1
0,590.3796289847066,1,0,10.0,4,47,0,0,1
14,922.1859797957862,1,4,192.0,1,20,2,1,1
0,390.26490721461687,4,4,10.0,6,95,1,2,1
10,399.76824744430326,2,1,172.16,1,23,2,1,1
3,695.4879603574575,1,4,172.0,3,49,0,0,1
18,494.4402908557312,4,2,192.168,4,52,0,0,1
18,1021.1693769693868,2,1,172.0,6,100,1,2,2
19,695.1431287647803,4,1,172.0,2,20,2,1,1
12,380.6743375117727,2,4,172.0,8,107,1,2,1
6,238.0820813421816,1,0,10.0,1,20,2,1,1
16,409.2887547024277,1,2,10.0,2,21,2,1,1
12,759.2123050581121,3,1,192.168,1,31,2,1,0
17,651.1759723893642,1,0,172.16,4,59,0,0,1
7,843.6519779491431,4,1,192.168,5,56,0,0,1
5,348.45734978490094,3,4,192.168,2,39,2,1,0
8,587.3991836332466,3,4,192.0,2,21,2,1,0
1,704.7942540866641,3,4,192.0,1,26,2,1,0
2,558.2425804502285,2,0,192.168,2,26,2,1,1
0,967.5617471529984,2,4,10.0,6,86,1,2,2
3,723.879010820753,2,3,10.0,8,143,1,2,2
16,680.2221770532619,2,1,10.0,7,146,1,2,1
5,224.31319525516324,4,2,172.0,5,53,0,0,1
16,623.2586285336617,2,4,172.0,6,120,1,2,1
18,356.9974173709143,1,4,10.0,4,41,0,0,1
5,489.8243554643543,2,1,192.0,6,126,1,2,2
22,174.5197345347181,1,4,192.168,4,41,0,0,1
14,438.5265755226195,2,2,172.16,8,108,1,2,1
21,595.2492559382212,2,4,172.16,6,143,1,2,1
5,668.8156668331048,2,3,172.0,6,134,1,2,2
16,101.63843578695248,2,3,172.0,8,147,1,2,1
9,437.84445169650064,2,4,172.0,8,126,1,2,1
6,495.6676140789354,1,3,172.0,2,36,2,1,1
10,535.5939076070981,3,3,172.16,1,24,2,1,0
22,671.6606922455562,2,4,172.0,6,155,1,2,1
22,426.6132469873197,2,1,172.16,7,124,1,2,1
20,65.1715371571546,2,4,172.16,6,159,1,2,1
19,658.7222282163773,2,4,172.0,2,39,2,1,1
22,904.8459733167016,1,1,192.168,5,44,0,0,1
20,674.3671919705487,4,3,192.0,1,29,2,1,1
4,869.6443416806188,2,4,10.0,1,31,2,1,2
19,593.7977251332384,1,3,192.168,5,64,0,0,1
0,341.81172337869043,1,0,192.168,5,49,0,0,1
3,544.428695135576,4,2,192.0,1,34,2,1,1
4,686.7411841813494,4,4,172.16,5,51,0,0,1
11,764.2602007198875,2,4,192.168,7,115,1,2,2
15,688.9366658319748,1,3,10.0,5,72,0,0,1
5,708.7252513377399,3,0,172.16,1,28,2,1,0
14,266.35109243630427,2,4,192.0,8,94,1,2,1
9,366.5308217795864,1,2,192.168,2,27,2,1,1
19,238.8545317222172,1,0,192.168,4,47,0,0,1
21,675.6619213658137,1,4,192.0,3,70,0,0,1
2,1078.1281263386643,1,0,10.0,3,48,0,0,1
12,616.0051831443399,4,1,172.16,7,101,1,2,1
4,581.4532254128585,4,1,172.16,8,84,1,2,1
3,367.6246885769074,2,4,10.0,8,137,1,2,2
23,943.1012439429152,1,1,10.0,3,52,0,0,1
8,669.2077158542082,0,1,192.168,2,29,2,1,0
9,310.46906286214585,4,3,172.0,4,65,0,0,1
14,715.892405973804,2,4,192.0,7,136,1,2,2
7,530.5964187114591,1,2,172.0,3,48,0,0,1
12,554.9379459233082,1,1,10.0,3,54,0,0,1
13,482.3457350358848,2,3,192.168,7,111,1,2,1
10,462.4952484881978,1,4,172.0,3,78,0,0,1
1,622.435357826806,2,3,172.16,8,141,1,2,2
1,760.3278653292157,1,1,10.0,3,64,0,0,1
0,889.9975609651979,4,3,192.168,8,123,1,2,1
22,576.5697987231865,2,4,10.0,8,82,1,2,1
11,10.0828742128258,4,4,192.168,5,45,0,0,1
18,818.3073191136052,1,0,172.16,3,74,0,0,1
5,494.7443464151131,2,4,172.16,6,136,1,2,2
5,333.3080656397834,1,1,192.0,2,24,2,1,1
9,426.9992663346479,1,2,172.16,5,71,0,0,1
2,536.0477138914168,4,1,10.0,5,78,0,0,1
5,364.65069141943286,4,2,192.0,7,80,1,2,1
7,683.2772586506339,0,4,192.168,1,26,2,1,0
4,545.89180250125,1,3,192.0,5,49,0,0,1
5,665.5516434718194,2,3,172.16,8,131,1,2,2
9,725.1235728028644,4,2,192.168,8,154,1,2,1
16,824.4277141284085,1,4,192.168,5,62,0,0,1
17,399.6685629629844,1,2,10.0,4,49,0,0,1
0,254.74658900520183,1,2,172.0,4,79,0,0,1
21,214.79444261746815,0,0,192.168,2,27,2,1,0
4,110.29394775798797,4,4,192.0,2,25,2,1,1
14,405.8998063478859,2,3,192.168,8,132,1,2,1
22,696.0394116174656,2,0,192.0,7,116,1,2,1
23,695.5139514595984,3,2,192.0,1,33,2,1,0
9,519.7308166247118,4,2,172.0,8,135,1,2,1
12,267.4638039657257,4,0,10.0,5,59,0,0,1
21,458.2207691396416,4,4,172.16,6,137,1,2,1
5,529.6384939100444,4,0,172.16,2,33,2,1,1
10,111.39265460657656,4,2,172.0,3,59,0,0,1
19,828.8738065891941,2,4,172.0,8,126,1,2,2
20,475.6451564180017,2,3,192.0,7,121,1,2,1
6,476.9701343970577,4,0,192.0,1,23,2,1,1
17,646.772593714435,1,4,192.168,4,42,0,0,1
15,589.6712613279458,4,3,192.168,4,51,0,0,1
6,701.7071698513065,1,2,192.168,3,52,0,0,1
15,530.5882952273299,3,2,10.0,2,20,2,1,0
3,207.0601466582028,2,1,172.0,2,25,2,1,1
12,318.8801936800966,1,4,192.168,3,47,0,0,1
19,181.24105510192288,1,1,192.0,4,45,0,0,1
17,356.51411764703045,2,3,172.16,8,109,1,2,1
14,622.8334104027309,4,4,172.0,7,90,1,2,1
7,202.8467886194867,1,1,192.168,4,56,0,0,1
22,412.7173558912624,4,0,172.16,1,39,2,1,1
2,407.0285050657822,4,1,172.0,3,69,0,0,1
0,432.7892467693915,4,3,172.16,5,55,0,0,1
14,388.11083351486144,2,2,172.0,6,134,1,2,1
16,215.09883187496115,4,0,10.0,8,159,1,2,1
12,629.9021110865078,0,4,172.0,1,36,2,1,0
13,568.672945013348,3,0,172.0,2,29,2,1,0
20,220.72167176872503,2,1,192.168,7,126,1,2,1
0,704.601262714776,4,3,172.0,2,32,2,1,1
6,544.7508490019197,4,0,172.16,4,75,0,0,1
21,291.1368062867492,4,3,192.0,3,49,0,0,1
0,480.4496546505014,4,4,192.0,6,140,1,2,1
8,267.0372593061683,2,2,172.0,7,98,1,2,1
12,442.1896720340912,2,1,172.0,7,135,1,2,1
4,500.70437611101903,3,3,192.168,1,36,2,1,0
2,914.8113900404524,1,2,10.0,2,23,2,1,1
17,973.0924673831202,1,1,172.16,1,32,2,1,1
17,760.9067424936782,1,3,172.16,4,61,0,0,1
6,937.6747925663848,1,4,10.0,3,44,0,0,1
21,19.603166180448625,4,4,192.168,1,38,2,1,1
16,283.1686862256094,2,4,172.0,8,87,1,2,1
12,703.1880513796277,2,1,192.168,2,38,2,1,1
7,527.98782806437,1,3,172.0,2,37,2,1,1
7,109.07445867123806,2,1,192.168,1,29,2,1,1
20,189.52947550650987,4,2,10.0,5,56,0,0,1
0,674.9259402979072,4,3,192.0,1,31,2,1,1
12,611.801555511733,1,4,172.16,2,30,2,1,1
19,303.1130492336918,4,1,192.168,2,22,2,1,1
6,621.1869851189282,4,4,10.0,8,91,1,2,1
21,90.94036471274175,2,4,192.0,1,28,2,1,1
4,668.4625884248525,2,0,192.0,8,81,1,2,2
3,882.9984413757802,1,0,172.0,5,48,0,0,1
2,600.0652108199205,1,2,172.16,5,59,0,0,1
20,267.59948213487,2,4,172.0,1,30,2,1,1
1,144.2641743162921,2,3,192.168,1,32,2,1,1
12,252.4518841765116,2,2,172.0,8,156,1,2,1
4,582.2501144519424,1,4,10.0,2,24,2,1,1
2,392.9509622934988,4,4,10.0,3,59,0,0,1
19,259.92412986638294,1,1,192.168,4,52,0,0,1
3,261.5272752273433,4,2,10.0,2,34,2,1,1
4,238.6654053744208,1,3,192.0,5,74,0,0,1
13,0.01,4,3,172.0,5,50,0,0,1
1,264.90132461355347,2,4,192.0,7,124,1,2,2
23,434.8384392910866,4,2,172.16,7,127,1,2,1
15,507.2436739398311,1,3,172.16,5,65,0,0,1
8,0.01,4,1,192.168,7,84,1,2,1
6,359.4825774574645,4,1,10.0,5,77,0,0,1
8,195.08211012703543,3,0,172.0,1,31,2,1,0
19,616.4561397358909,1,4,192.0,3,52,0,0,1
9,633.6198801089394,2,0,172.0,7,144,1,2,1
20,648.4034018864635,1,1,10.0,4,49,0,0,1
1,0.01,2,0,192.0,8,92,1,2,2
15,548.6003826588085,4,0,192.168,4,67,0,0,1
11,475.6497991509797,3,2,172.16,1,37,2,1,0
5,425.7859749422634,1,4,192.0,4,49,0,0,1
7,406.21660576752936,4,4,172.16,2,38,2,1,1
7,607.42246855354,4,0,192.0,4,51,0,0,1
23,727.5982967373069,4,4,192.168,3,45,0,0,1
9,702.3700929460291,4,2,10.0,2,33,2,1,1
13,336.90390379643304,4,1,192.168,3,54,0,0,1
7,630.6134471538438,4,4,192.0,4,73,0,0,1
14,242.264490266419,1,2,192.168,4,66,0,0,1
16,290.420235151009,1,0,10.0,5,51,0,0,1
16,715.9191523905787,0,2,192.0,1,25,2,1,0
8,467.3865807657837,1,4,172.16,4,57,0,0,1
11,318.37241165850503,0,3,192.168,1,20,2,1,0
12,148.48857981091288,4,0,10.0,2,38,2,1,1
23,333.4960702928023,2,4,192.0,8,105,1,2,1
14,212.6924242650121,2,1,10.0,1,38,2,1,1
8,683.0273512317217,1,1,192.0,4,53,0,0,1
9,323.4202381081594,0,1,10.0,2,24,2,1,0
21,429.9289821186469,1,0,192.0,4,59,0,0,1
17,471.9445116557526,4,1,172.0,4,70,0,0,1
21,664.5704584245316,1,3,192.168,3,41,0,0,1
23,592.1986650859714,4,1,172.0,1,35,2,1,1
12,371.6515341452817,4,0,192.0,8,92,1,2,1
15,379.60102778369946,4,4,10.0,6,91,1,2,1
1,323.9618056912554,1,1,10.0,5,73,0,0,1
19,654.8192656293206,4,2,10.0,8,158,1,2,1
6,408.3820316979511,2,4,10.0,6,91,1,2,2
6,479.90129173165735,1,3,10.0,5,43,0,0,1
19,1365.2387264404997,1,4,192.168,3,53,0,0,1
7,379.3018156625985,1,0,172.16,1,31,2,1,1
20,0.01,1,4,192.168,4,63,0,0,1
1,551.2368913589937,4,3,10.0,6,90,1,2,1
17,341.7208522931456,4,0,172.16,3,70,0,0,1
5,189.9526322127773,3,1,192.168,1,24,2,1,0
6,487.8261132793959,2,2,192.168,8,106,1,2,2
2,390.3887777472347,1,1,172.16,2,28,2,1,1
23,689.946000538027,4,1,192.168,2,33,2,1,1
10,698.7484614393792,4,4,172.16,4,78,0,0,1
10,482.64307578575045,2,3,172.16,7,137,1,2,1
20,312.3794941988392,2,0,172.16,2,33,2,1,1
10,904.6036229354884,4,1,192.0,1,21,2,1,1
